customer_key,r_score,f_score,m_score,monetary,segment
6715,5,5,4,204052.04,Champions
3652,5,5,5,204072.52,Champions
9758,4,5,5,204108.04,Champions
5816,4,5,5,204143.83,Champions
2907,1,5,5,204159.57,Loyal
9702,3,3,5,204175.61,Regular
4120,3,5,5,204184.33,Loyal
5427,5,5,5,204266.99,Champions
2709,5,5,5,204304.05,Champions
71,5,3,5,204387.72,Recent
6905,4,5,5,204391.90,Champions
9893,1,2,5,204411.97,At Risk
62,1,5,5,204464.93,Loyal
2702,5,5,5,204476.64,Champions
3946,2,5,5,204498.55,Loyal
7594,5,4,5,204557.74,Champions
9778,5,5,5,204595.67,Champions
2755,2,2,5,204833.15,At Risk
7040,2,5,5,204978.67,Loyal
3001,3,4,5,205057.56,Loyal
3472,2,3,5,205094.34,Regular
9015,4,3,5,205148.51,Recent
5467,2,4,5,205156.72,Loyal
8630,3,5,5,205198.75,Loyal
6257,2,5,5,205289.77,Loyal
4055,4,3,5,205297.69,Recent
1395,3,4,5,205336.27,Loyal
6406,3,4,5,205358.49,Loyal
4415,4,4,5,205403.97,Champions
9248,4,4,5,205446.25,Champions
8236,4,5,5,205489.75,Champions
1922,5,5,5,205497.91,Champions
9625,4,3,5,205514.09,Recent
7462,3,5,5,205526.73,Loyal
4153,2,3,5,205565.95,Regular
8965,4,5,5,205584.38,Champions
3169,3,4,5,205612.13,Loyal
9630,4,4,5,205643.94,Champions
6850,2,2,5,205708.49,At Risk
4338,2,3,5,205764.14,Regular
1194,5,4,5,205782.02,Champions
4735,4,5,5,205785.68,Champions
8183,5,4,5,205802.55,Champions
6741,2,2,5,205811.24,At Risk
1056,5,5,5,205838.55,Champions
9801,5,5,5,206052.89,Champions
975,4,5,5,206114.31,Champions
1608,2,5,5,206132.10,Loyal
3486,5,3,5,206184.15,Recent
7924,1,2,5,206196.96,At Risk
9908,3,5,5,206271.38,Loyal
9608,4,5,5,206283.40,Champions
9106,4,5,5,206283.62,Champions
6696,4,5,5,206286.18,Champions
2716,5,5,5,206306.84,Champions
4848,5,4,5,206321.73,Champions
7665,1,4,5,206365.44,Loyal
157,5,5,5,206403.06,Champions
222,5,5,5,206529.41,Champions
9588,4,3,5,206557.27,Recent
4034,4,5,5,206573.97,Champions
3654,5,5,5,206644.54,Champions
366,2,5,5,206676.20,Loyal
3525,5,4,5,206690.12,Champions
5665,2,4,5,206731.92,Loyal
2148,5,3,5,206733.02,Recent
5514,2,4,5,206735.36,Loyal
550,5,5,5,206904.90,Champions
8338,5,5,5,207059.00,Champions
4842,3,5,5,207167.34,Loyal
8209,2,3,5,207168.08,Regular
9185,4,4,5,207186.37,Champions
5635,3,2,5,207223.77,Regular
6032,1,5,5,207226.76,Loyal
7122,5,3,5,207232.40,Recent
342,2,5,5,207264.24,Loyal
5095,5,4,5,207278.41,Champions
9387,5,5,5,207301.96,Champions
7228,4,5,5,207315.93,Champions
7101,5,4,5,207327.02,Champions
7684,5,5,5,207329.34,Champions
8257,2,2,5,207330.34,At Risk
4699,5,5,5,207354.38,Champions
9078,1,5,5,207382.65,Loyal
1578,2,5,5,207516.48,Loyal
9610,5,5,5,207643.98,Champions
3633,4,3,5,208101.25,Recent
169,5,5,5,208137.84,Champions
8186,4,5,5,208142.82,Champions
1786,2,5,5,208188.32,Loyal
9254,4,5,5,208264.92,Champions
1652,3,3,5,208267.61,Regular
9886,5,3,5,208314.75,Recent
8561,2,4,5,208321.08,Loyal
8141,3,3,5,208395.57,Regular
8153,3,3,5,208427.97,Regular
692,2,5,5,208566.41,Loyal
8807,2,5,5,208636.66,Loyal
6489,3,5,5,208691.72,Loyal
316,5,1,5,208756.10,Recent
8128,2,3,5,208773.23,Regular
3162,5,3,5,208803.36,Recent
5134,5,4,5,208883.70,Champions
2931,5,3,5,208886.45,Recent
6960,2,2,5,208923.25,At Risk
4687,3,5,5,209050.69,Loyal
1741,1,4,5,209065.19,Loyal
9711,5,4,5,209070.49,Champions
5497,2,2,5,209079.99,At Risk
2163,1,2,5,209127.59,At Risk
6084,5,4,5,209152.85,Champions
4863,5,5,5,209255.60,Champions
6851,3,4,5,209358.94,Loyal
6471,3,3,5,209397.62,Regular
4799,2,4,5,209503.18,Loyal
5474,5,3,5,209585.44,Recent
695,4,5,5,209677.08,Champions
8430,5,4,5,209685.80,Champions
876,5,4,5,209801.66,Champions
1338,5,5,5,209812.58,Champions
6114,3,5,5,209872.66,Loyal
2910,3,5,5,209883.96,Loyal
8162,4,5,5,210084.46,Champions
2467,4,5,5,210098.43,Champions
7571,1,4,5,210184.74,Loyal
8402,5,5,5,210218.25,Champions
4960,3,3,5,210247.16,Regular
4613,3,4,5,210253.34,Loyal
8739,4,3,5,210312.44,Recent
1749,4,3,5,210325.96,Recent
8517,3,4,5,210326.23,Loyal
5422,3,4,5,210364.01,Loyal
531,4,5,5,210470.77,Champions
5674,4,1,5,210487.60,Recent
9272,5,5,5,210583.34,Champions
4530,3,5,5,210586.46,Loyal
725,2,4,5,210620.68,Loyal
3330,3,4,5,210626.53,Loyal
9549,4,5,5,210656.12,Champions
3521,2,4,5,210682.80,Loyal
2633,2,4,5,210916.83,Loyal
1782,4,5,5,210944.00,Champions
9959,3,3,5,211007.12,Regular
320,4,3,5,211017.79,Recent
8558,5,5,5,211073.44,Champions
3755,5,5,5,211175.50,Champions
7706,1,5,5,211295.92,Loyal
7281,3,4,5,211312.45,Loyal
789,2,5,5,211356.00,Loyal
7410,5,3,5,211444.42,Recent
7386,2,5,5,211454.84,Loyal
3919,5,5,5,211609.50,Champions
2780,3,3,5,211636.83,Regular
7187,4,3,5,211644.72,Recent
8342,4,5,5,211743.38,Champions
5910,4,5,5,211743.45,Champions
6632,1,4,5,211912.97,Loyal
4094,4,4,5,211945.69,Champions
8898,5,5,5,212056.59,Champions
8379,1,5,5,212074.82,Loyal
1344,4,5,5,212217.71,Champions
4497,4,3,5,212365.96,Recent
4939,2,2,5,212380.57,At Risk
1195,5,4,5,212391.30,Champions
5963,3,3,5,212411.16,Regular
1160,3,3,5,212448.25,Regular
9559,5,4,5,212569.61,Champions
9460,5,3,5,212589.76,Recent
9087,2,4,5,212625.27,Loyal
8969,5,5,5,212637.98,Champions
8188,2,5,5,212713.69,Loyal
4899,5,4,5,212722.02,Champions
7791,3,4,5,212722.30,Loyal
7847,2,2,5,212777.04,At Risk
2594,4,5,5,212795.74,Champions
733,1,4,5,212856.15,Loyal
3511,3,3,5,212863.25,Regular
3838,5,5,5,212913.22,Champions
8376,5,5,5,213110.27,Champions
6422,5,4,5,213170.26,Champions
8242,5,3,5,213193.87,Recent
6306,5,5,5,213236.16,Champions
270,1,2,5,213249.22,At Risk
9330,5,4,5,213263.28,Champions
2849,5,5,5,213265.99,Champions
579,2,4,5,213282.15,Loyal
7263,5,5,5,213303.12,Champions
2104,2,5,5,213316.41,Loyal
7366,2,5,5,213472.50,Loyal
5261,5,5,5,213493.33,Champions
7204,2,2,5,213510.90,At Risk
2765,5,3,5,213550.47,Recent
8397,5,5,5,213596.23,Champions
1985,3,4,5,213645.30,Loyal
9280,3,3,5,213656.17,Regular
4553,3,5,5,213657.35,Loyal
6076,5,3,5,213690.03,Recent
1472,4,5,5,213744.17,Champions
9525,5,4,5,213909.83,Champions
1586,5,5,5,213971.62,Champions
5866,4,5,5,213986.22,Champions
3108,2,5,5,214023.79,Loyal
4375,5,5,5,214059.15,Champions
5507,5,5,5,214068.65,Champions
5160,3,4,5,214085.54,Loyal
3870,4,5,5,214088.01,Champions
8666,3,3,5,214104.86,Regular
4325,5,5,5,214131.05,Champions
640,5,3,5,214154.96,Recent
3033,2,5,5,214178.30,Loyal
2409,3,5,5,214180.31,Loyal
8949,3,3,5,214285.04,Regular
9455,4,5,5,214355.21,Champions
651,3,1,5,214611.19,Regular
6319,2,2,5,214671.52,At Risk
6519,3,5,5,214696.61,Loyal
2589,3,3,5,214767.25,Regular
8828,4,5,5,214769.47,Champions
5766,2,4,5,214781.39,Loyal
3013,1,2,5,214831.20,At Risk
9762,5,5,5,214904.46,Champions
9585,3,5,5,214999.16,Loyal
300,2,4,5,215008.69,Loyal
7385,1,5,5,215010.44,Loyal
1655,4,4,5,215021.97,Champions
2685,4,5,5,215139.50,Champions
7554,1,4,5,215221.77,Loyal
8946,5,5,5,215248.04,Champions
4951,3,4,5,215281.35,Loyal
4652,5,5,5,215370.18,Champions
7696,2,4,5,215396.70,Loyal
6721,2,5,5,215464.98,Loyal
8572,2,5,5,215582.33,Loyal
3031,5,5,5,215582.80,Champions
9743,5,4,5,215611.41,Champions
9755,4,4,5,215629.44,Champions
7858,3,3,5,215630.04,Regular
8462,5,4,5,215736.02,Champions
9974,4,4,5,215799.05,Champions
3119,5,5,5,215865.83,Champions
8757,5,5,5,215928.12,Champions
3202,3,2,5,215973.48,Regular
2687,4,4,5,216217.65,Champions
7910,1,4,5,216296.39,Loyal
9845,3,5,5,216307.36,Loyal
2172,1,4,5,216356.15,Loyal
7678,1,1,5,216388.17,At Risk
3419,5,4,5,216409.16,Champions
4453,2,5,5,216454.82,Loyal
1648,2,4,5,216459.62,Loyal
8875,5,4,5,216528.83,Champions
4184,5,5,5,216565.85,Champions
1812,5,4,5,216569.94,Champions
424,4,5,5,216619.01,Champions
8913,4,3,5,216619.39,Recent
2405,5,5,5,216768.49,Champions
954,2,4,5,216785.47,Loyal
2834,3,5,5,216938.22,Loyal
7564,3,5,5,216938.85,Loyal
9754,3,5,5,216973.22,Loyal
4054,5,5,5,217014.02,Champions
6093,3,5,5,217049.31,Loyal
8442,5,4,5,217238.04,Champions
780,4,5,5,217238.38,Champions
7898,5,3,5,217280.77,Recent
8110,2,5,5,217339.50,Loyal
3124,2,4,5,217407.22,Loyal
6710,2,5,5,217493.79,Loyal
4602,4,5,5,217497.23,Champions
6586,4,5,5,217583.93,Champions
4217,1,1,5,217586.11,At Risk
3979,1,2,5,217664.83,At Risk
6518,3,4,5,217720.26,Loyal
8903,3,3,5,217756.72,Regular
7272,2,5,5,217783.02,Loyal
7464,5,3,5,217845.10,Recent
1486,4,5,5,217854.86,Champions
8662,4,5,5,217925.75,Champions
877,5,4,5,218100.24,Champions
7620,1,4,5,218171.75,Loyal
6776,2,5,5,218278.84,Loyal
2253,4,5,5,218327.31,Champions
9114,2,5,5,218336.12,Loyal
1289,4,4,5,218390.84,Champions
1402,5,4,5,218453.41,Champions
1084,3,5,5,218533.64,Loyal
4614,2,5,5,218551.72,Loyal
897,4,5,5,218580.65,Champions
5221,2,5,5,218596.15,Loyal
1895,2,5,5,218622.16,Loyal
9840,3,4,5,218672.36,Loyal
8184,4,3,5,218767.45,Recent
5350,5,4,5,218821.98,Champions
8578,5,5,5,218823.01,Champions
3901,1,5,5,218866.34,Loyal
4965,3,4,5,218871.19,Loyal
8728,5,4,5,218894.41,Champions
514,3,5,5,219038.32,Loyal
1990,3,5,5,219121.16,Loyal
2804,2,2,5,219125.73,At Risk
8726,4,5,5,219183.80,Champions
8221,1,1,5,219211.11,At Risk
3545,5,5,5,219255.85,Champions
9026,4,5,5,219288.03,Champions
6128,2,4,5,219391.93,Loyal
9551,4,5,5,219392.32,Champions
7479,1,2,5,219459.42,At Risk
1229,4,5,5,219502.61,Champions
7226,3,4,5,219598.65,Loyal
9382,5,3,5,219616.96,Recent
8433,5,5,5,219666.16,Champions
5108,5,4,5,219677.29,Champions
4111,3,5,5,219714.45,Loyal
9057,2,3,5,219721.88,Regular
5779,5,3,5,219754.88,Recent
7828,3,4,5,219789.60,Loyal
9790,3,3,5,219932.70,Regular
3266,5,5,5,220046.69,Champions
7043,5,5,5,220050.92,Champions
8801,4,4,5,220079.66,Champions
3471,2,5,5,220088.55,Loyal
4231,5,5,5,220227.21,Champions
8148,5,5,5,220263.84,Champions
6159,5,4,5,220273.21,Champions
2912,3,3,5,220369.55,Regular
6981,3,5,5,220482.21,Loyal
1130,4,3,5,220515.80,Recent
2263,5,4,5,220542.53,Champions
8837,3,3,5,220572.74,Regular
7184,3,4,5,220642.63,Loyal
3806,1,4,5,220699.32,Loyal
2416,5,5,5,220743.54,Champions
3634,2,2,5,220793.69,At Risk
1020,2,2,5,220847.79,At Risk
6172,5,3,5,220924.61,Recent
57,3,4,5,221047.78,Loyal
264,2,4,5,221075.57,Loyal
7231,3,5,5,221119.15,Loyal
6515,5,3,5,221151.74,Recent
2048,3,5,5,221157.57,Loyal
6705,2,4,5,221247.40,Loyal
5162,3,3,5,221278.16,Regular
8254,3,5,5,221285.27,Loyal
5763,4,5,5,221291.71,Champions
8096,1,1,5,221482.66,At Risk
8171,5,5,5,221559.05,Champions
9384,2,5,5,221580.20,Loyal
1573,2,5,5,221580.52,Loyal
3966,3,4,5,221621.39,Loyal
5577,3,5,5,221650.93,Loyal
6288,1,2,5,221652.03,At Risk
7315,5,2,5,221661.42,Recent
1921,3,4,5,221670.02,Loyal
5487,4,3,5,221695.17,Recent
586,2,4,5,221712.19,Loyal
8411,5,5,5,221715.68,Champions
3221,3,5,5,221870.33,Loyal
1367,5,4,5,221981.53,Champions
1362,5,5,5,222024.39,Champions
7146,3,5,5,222045.90,Loyal
1430,3,3,5,222045.99,Regular
1820,4,3,5,222065.96,Recent
7555,3,5,5,222095.07,Loyal
2344,5,5,5,222167.98,Champions
9356,3,4,5,222221.18,Loyal
4443,4,5,5,222246.29,Champions
6118,4,5,5,222256.37,Champions
2271,5,4,5,222270.58,Champions
4660,5,5,5,222325.16,Champions
3319,5,5,5,222351.05,Champions
9464,2,3,5,222360.33,Regular
935,2,2,5,222398.65,At Risk
1303,4,5,5,222434.18,Champions
1791,2,4,5,222454.30,Loyal
1149,4,3,5,222467.16,Recent
443,2,2,5,222475.07,At Risk
2198,5,5,5,222540.72,Champions
7872,5,4,5,222637.43,Champions
6088,5,5,5,222678.55,Champions
5777,4,5,5,222693.24,Champions
2693,4,4,5,222699.41,Champions
5022,5,1,5,222733.34,Recent
8118,3,5,5,222747.12,Loyal
1304,5,3,5,222926.88,Recent
1575,5,5,5,222936.22,Champions
3574,2,3,5,223051.41,Regular
1785,5,5,5,223060.56,Champions
8638,5,5,5,223113.85,Champions
4712,3,4,5,223153.75,Loyal
9395,4,5,5,223243.72,Champions
1981,4,5,5,223318.88,Champions
1987,4,5,5,223325.40,Champions
4216,3,4,5,223430.37,Loyal
6693,4,5,5,223442.37,Champions
9214,3,5,5,223462.42,Loyal
915,5,3,5,223590.75,Recent
3697,3,5,5,223596.60,Loyal
2683,4,5,5,223621.25,Champions
5366,1,4,5,223621.87,Loyal
2267,5,5,5,223777.53,Champions
4067,2,4,5,223813.83,Loyal
5772,3,3,5,223862.15,Regular
8416,4,5,5,223921.59,Champions
1029,4,5,5,223940.50,Champions
9779,1,1,5,224100.16,At Risk
6312,4,5,5,224147.69,Champions
8362,2,5,5,224171.83,Loyal
5462,3,4,5,224202.97,Loyal
585,4,3,5,224208.00,Recent
7036,2,5,5,224304.21,Loyal
3062,3,4,5,224346.31,Loyal
2010,1,4,5,224415.45,Loyal
4212,5,5,5,224437.14,Champions
8036,5,4,5,224466.60,Champions
7026,2,3,5,224535.45,Regular
3192,3,5,5,224543.39,Loyal
7731,5,4,5,224558.91,Champions
5185,2,2,5,224569.03,At Risk
60,5,5,5,224614.38,Champions
3854,5,4,5,224654.83,Champions
2094,2,4,5,224675.71,Loyal
9264,1,4,5,224710.34,Loyal
4690,4,5,5,224778.78,Champions
8226,4,5,5,224827.01,Champions
1928,4,5,5,224890.96,Champions
9961,4,3,5,224908.72,Recent
4154,5,5,5,224949.65,Champions
6226,5,5,5,225121.83,Champions
4616,2,4,5,225157.71,Loyal
5312,2,4,5,225159.01,Loyal
5393,3,3,5,225360.46,Regular
3396,5,5,5,225482.47,Champions
2847,4,5,5,225510.22,Champions
8937,3,3,5,225536.43,Regular
4162,5,5,5,225561.56,Champions
2786,4,4,5,225614.56,Champions
4641,5,5,5,225628.38,Champions
3459,4,3,5,225642.25,Recent
3219,5,5,5,225672.52,Champions
6079,2,3,5,225851.19,Regular
652,4,5,5,225866.51,Champions
1380,3,4,5,225919.24,Loyal
277,4,5,5,225919.56,Champions
7508,4,5,5,225977.98,Champions
1837,4,5,5,226042.51,Champions
5782,5,5,5,226065.14,Champions
8958,3,3,5,226085.42,Regular
5442,3,3,5,226129.64,Regular
9860,3,5,5,226416.85,Loyal
6664,5,5,5,226435.46,Champions
4671,3,3,5,226498.04,Regular
2437,5,4,5,226551.98,Champions
2735,4,5,5,226639.55,Champions
7148,3,3,5,226673.35,Regular
3998,2,5,5,226696.75,Loyal
6299,5,4,5,226710.27,Champions
1433,5,4,5,226712.99,Champions
5299,5,4,5,226768.71,Champions
8838,5,4,5,226887.95,Champions
4283,4,5,5,226923.01,Champions
8279,4,4,5,226957.28,Champions
6431,4,5,5,226970.62,Champions
7223,3,3,5,227275.42,Regular
8695,5,5,5,227353.64,Champions
7381,4,5,5,227440.99,Champions
5714,2,4,5,227446.51,Loyal
7024,4,4,5,227461.57,Champions
2316,4,4,5,227486.76,Champions
5883,4,5,5,227521.54,Champions
1458,5,5,5,227610.37,Champions
7600,3,3,5,227642.88,Regular
1183,4,5,5,227689.55,Champions
7129,2,5,5,227693.66,Loyal
9579,3,5,5,227734.39,Loyal
6878,5,4,5,227741.50,Champions
727,2,2,5,227757.10,At Risk
3584,1,4,5,227915.44,Loyal
4334,4,4,5,227932.24,Champions
9553,5,3,5,227977.73,Recent
8494,4,4,5,228007.08,Champions
8458,5,3,5,228028.41,Recent
3210,2,3,5,228039.30,Regular
7079,3,5,5,228235.36,Loyal
9389,4,4,5,228235.89,Champions
4601,5,5,5,228245.20,Champions
9296,4,5,5,228250.26,Champions
616,3,5,5,228305.68,Loyal
3132,3,2,5,228321.55,Regular
5504,1,4,5,228401.59,Loyal
4928,4,4,5,228430.47,Champions
8729,3,3,5,228437.92,Regular
1778,5,4,5,228454.59,Champions
110,5,4,5,228533.28,Champions
4136,4,5,5,228573.90,Champions
3042,3,3,5,228611.66,Regular
7763,5,4,5,228633.16,Champions
8868,2,2,5,228635.20,At Risk
3105,4,5,5,228651.81,Champions
4713,5,5,5,228715.03,Champions
4341,4,3,5,228715.68,Recent
6397,3,5,5,228777.28,Loyal
9297,5,5,5,228838.23,Champions
194,5,5,5,228874.57,Champions
1016,2,4,5,228887.23,Loyal
2350,4,4,5,228887.75,Champions
4828,4,5,5,228904.04,Champions
3604,3,4,5,228998.34,Loyal
8705,4,5,5,229004.40,Champions
2329,5,4,5,229031.76,Champions
489,2,3,5,229080.80,Regular
6392,5,3,5,229108.42,Recent
4291,2,4,5,229120.07,Loyal
3980,5,5,5,229126.44,Champions
7747,3,3,5,229163.81,Regular
2346,4,5,5,229199.97,Champions
4591,5,5,5,229213.87,Champions
3167,3,4,5,229422.60,Loyal
7535,1,4,5,229606.95,Loyal
9708,2,5,5,229612.21,Loyal
8498,2,4,5,229649.35,Loyal
6602,4,5,5,229808.24,Champions
9666,2,2,5,229840.60,At Risk
8287,2,3,5,229912.63,Regular
6706,4,5,5,229928.03,Champions
4559,3,1,5,229939.01,Regular
9749,5,4,5,230097.07,Champions
4796,5,5,5,230109.14,Champions
4396,3,4,5,230123.44,Loyal
9725,3,4,5,230183.44,Loyal
4005,5,5,5,230307.76,Champions
3557,2,2,5,230349.72,At Risk
2343,2,4,5,230431.00,Loyal
3549,3,4,5,230471.75,Loyal
964,5,5,5,230509.68,Champions
4897,5,5,5,230518.19,Champions
8136,2,4,5,230608.69,Loyal
8522,5,5,5,230666.14,Champions
1750,3,5,5,230690.60,Loyal
1252,2,4,5,230762.17,Loyal
5860,5,4,5,230936.99,Champions
5018,5,3,5,231016.65,Recent
4496,3,5,5,231049.10,Loyal
8252,4,5,5,231066.10,Champions
9774,5,3,5,231087.90,Recent
9668,4,5,5,231095.51,Champions
1116,5,4,5,231108.18,Champions
4924,5,4,5,231135.92,Champions
2018,4,5,5,231238.37,Champions
5207,3,5,5,231373.36,Loyal
4598,5,5,5,231622.17,Champions
3354,1,5,5,231640.83,Loyal
9436,4,5,5,231778.73,Champions
4307,4,5,5,231850.94,Champions
2908,2,4,5,231918.39,Loyal
8902,1,4,5,231929.26,Loyal
2958,5,5,5,231983.88,Champions
1300,4,4,5,232094.94,Champions
1158,5,5,5,232175.35,Champions
3893,4,5,5,232312.34,Champions
6120,5,5,5,232373.14,Champions
9724,4,5,5,232391.24,Champions
3724,4,5,5,232405.94,Champions
5813,2,5,5,232428.38,Loyal
7540,4,3,5,232429.96,Recent
7626,2,3,5,232463.63,Regular
4725,4,5,5,232536.54,Champions
3411,5,5,5,232617.53,Champions
7132,4,5,5,232635.56,Champions
924,2,5,5,232651.92,Loyal
3400,2,4,5,232822.41,Loyal
2110,1,2,5,232898.56,At Risk
6023,5,4,5,233016.97,Champions
7519,1,1,5,233032.35,At Risk
4183,2,4,5,233134.66,Loyal
9362,5,5,5,233395.24,Champions
3808,3,2,5,233529.48,Regular
7857,3,5,5,233584.97,Loyal
9098,4,5,5,233694.26,Champions
7372,5,5,5,233794.66,Champions
6238,5,5,5,233810.68,Champions
7807,2,4,5,233922.01,Loyal
6532,3,5,5,233977.05,Loyal
4515,2,2,5,234048.56,At Risk
4575,5,3,5,234060.92,Recent
8513,4,5,5,234062.55,Champions
3792,1,2,5,234218.80,At Risk
7770,3,4,5,234259.26,Loyal
5456,2,4,5,234264.12,Loyal
6584,4,4,5,234329.03,Champions
8103,2,4,5,234411.76,Loyal
817,2,5,5,234538.65,Loyal
3406,4,4,5,234575.37,Champions
3068,4,3,5,234594.03,Recent
419,3,3,5,234658.85,Regular
9705,3,4,5,234696.24,Loyal
1948,2,2,5,234707.84,At Risk
9874,5,5,5,234712.09,Champions
5058,3,4,5,234825.12,Loyal
9367,4,5,5,234835.62,Champions
1706,4,3,5,234869.22,Recent
6578,5,5,5,234914.01,Champions
4715,2,3,5,235075.62,Regular
5728,5,5,5,235087.38,Champions
1208,5,5,5,235118.53,Champions
9301,1,4,5,235446.76,Loyal
959,5,5,5,235568.91,Champions
7331,4,5,5,235642.54,Champions
9065,2,5,5,235643.60,Loyal
6944,3,5,5,235679.20,Loyal
4407,4,5,5,235690.89,Champions
7681,3,5,5,235787.62,Loyal
3256,3,5,5,235812.37,Loyal
6754,4,3,5,235918.21,Recent
2700,5,5,5,236044.27,Champions
7783,2,4,5,236131.65,Loyal
6579,1,5,5,236192.55,Loyal
8097,5,4,5,236251.61,Champions
5454,4,5,5,236402.94,Champions
7408,2,2,5,236405.77,At Risk
5126,3,4,5,236417.38,Loyal
9787,2,3,5,236500.22,Regular
4556,3,3,5,236508.58,Regular
8943,1,4,5,236556.55,Loyal
243,4,5,5,236563.27,Champions
5240,3,4,5,236659.00,Loyal
9493,1,4,5,236723.10,Loyal
7274,4,5,5,236743.90,Champions
1007,3,5,5,236801.97,Loyal
5809,3,5,5,237010.52,Loyal
4721,2,2,5,237025.28,At Risk
232,5,3,5,237033.85,Recent
8176,5,1,5,237060.10,Recent
2226,5,5,5,237147.61,Champions
1444,4,3,5,237180.16,Recent
8459,3,3,5,237188.34,Regular
8541,4,5,5,237207.07,Champions
4328,5,3,5,237219.36,Recent
2525,2,3,5,237223.22,Regular
5814,4,5,5,237227.94,Champions
4278,5,5,5,237242.37,Champions
9892,4,4,5,237256.79,Champions
3203,1,4,5,237260.60,Loyal
5831,4,5,5,237324.60,Champions
2680,5,5,5,237350.36,Champions
4648,5,5,5,237364.09,Champions
9805,1,3,5,237391.80,Regular
5064,3,4,5,237462.50,Loyal
9519,5,3,5,237526.14,Recent
4675,4,3,5,237551.37,Recent
1050,4,5,5,237564.81,Champions
7116,3,4,5,237622.29,Loyal
8754,2,5,5,237780.82,Loyal
9232,3,4,5,237788.04,Loyal
2597,5,4,5,237955.22,Champions
2965,2,4,5,238305.27,Loyal
6758,1,4,5,238520.74,Loyal
6784,5,4,5,238608.73,Champions
6554,4,3,5,238696.99,Recent
1418,5,4,5,238767.25,Champions
8273,3,5,5,238782.78,Loyal
2694,3,3,5,238813.34,Regular
6363,5,5,5,238850.75,Champions
3955,5,4,5,238891.15,Champions
8661,4,4,5,238899.01,Champions
6297,1,2,5,238900.42,At Risk
2265,3,3,5,238930.44,Regular
1215,1,2,5,238958.75,At Risk
8787,3,2,5,239041.14,Regular
9606,4,5,5,239063.29,Champions
8752,2,5,5,239199.29,Loyal
159,4,5,5,239321.33,Champions
6206,4,5,5,239495.94,Champions
7193,5,5,5,239509.74,Champions
3276,2,2,5,239517.20,At Risk
8371,2,3,5,239552.89,Regular
1908,2,3,5,239651.23,Regular
4821,5,4,5,239653.24,Champions
6714,4,3,5,239698.20,Recent
2309,5,5,5,239718.42,Champions
8499,3,3,5,239779.54,Regular
7144,4,5,5,239784.62,Champions
4944,5,5,5,239817.12,Champions
8086,3,5,5,239827.92,Loyal
6201,2,5,5,239850.06,Loyal
8220,3,5,5,239862.93,Loyal
3297,5,4,5,239890.90,Champions
8225,3,3,5,239959.02,Regular
896,1,4,5,240013.17,Loyal
2771,5,5,5,240021.97,Champions
4113,5,5,5,240046.04,Champions
3493,3,5,5,240048.22,Loyal
8370,2,2,5,240048.61,At Risk
5436,5,5,5,240085.17,Champions
657,2,5,5,240085.24,Loyal
7996,5,5,5,240172.45,Champions
7063,4,5,5,240238.33,Champions
2145,4,5,5,240246.13,Champions
6606,5,4,5,240388.01,Champions
4429,5,4,5,240439.05,Champions
6727,3,5,5,240526.78,Loyal
19,4,5,5,240591.71,Champions
9251,3,3,5,240598.08,Regular
9617,3,5,5,240712.57,Loyal
4934,1,4,5,240753.29,Loyal
9692,5,5,5,240800.81,Champions
6109,5,5,5,240850.02,Champions
1887,3,5,5,240860.52,Loyal
7862,4,5,5,240878.98,Champions
5596,5,5,5,240923.17,Champions
1859,2,5,5,240933.97,Loyal
8879,2,5,5,240966.16,Loyal
1579,1,2,5,240994.93,At Risk
9548,4,5,5,241185.12,Champions
9231,3,5,5,241361.74,Loyal
8310,4,4,5,241425.03,Champions
983,2,3,5,241439.24,Regular
3026,5,5,5,241460.78,Champions
4246,5,5,5,241491.26,Champions
9091,5,3,5,241510.56,Recent
6609,4,4,5,241535.94,Champions
5209,3,3,5,241537.13,Regular
578,4,5,5,241644.06,Champions
43,3,5,5,241758.76,Loyal
7703,5,5,5,241767.84,Champions
2013,1,2,5,241768.09,At Risk
5046,4,5,5,241862.13,Champions
7840,1,5,5,241917.94,Loyal
4310,1,2,5,241943.02,At Risk
6845,1,4,5,241952.25,Loyal
8054,3,5,5,241952.71,Loyal
7142,3,5,5,241954.03,Loyal
3492,5,5,5,242084.07,Champions
2177,3,3,5,242115.60,Regular
6607,1,4,5,242131.69,Loyal
7580,4,5,5,242160.07,Champions
2295,5,5,5,242184.33,Champions
9516,2,5,5,242294.47,Loyal
8179,2,2,5,242353.92,At Risk
4541,5,5,5,242355.41,Champions
7825,4,5,5,242399.13,Champions
2432,5,5,5,242459.27,Champions
7440,3,4,5,242513.96,Loyal
6909,4,4,5,242575.43,Champions
9022,5,5,5,242592.85,Champions
919,1,2,5,242656.54,At Risk
1415,3,4,5,242671.10,Loyal
995,5,4,5,242734.00,Champions
8979,4,5,5,242767.03,Champions
6440,5,5,5,242830.39,Champions
690,2,5,5,242926.47,Loyal
235,3,5,5,242926.72,Loyal
5544,3,3,5,243017.98,Regular
4628,5,4,5,243073.42,Champions
2383,3,4,5,243114.06,Loyal
9293,5,5,5,243142.43,Champions
5676,1,4,5,243287.35,Loyal
2825,5,5,5,243345.75,Champions
3137,1,4,5,243416.43,Loyal
7341,3,4,5,243460.07,Loyal
3984,3,3,5,243542.31,Regular
2315,5,5,5,243658.81,Champions
9155,2,4,5,243725.67,Loyal
7792,5,5,5,243760.99,Champions
1171,4,5,5,243779.84,Champions
